ENTITYID,ADDRESSSTATECODE,POSTALCODE
16569,MT,59101
16570,MT,59101
16571,MT,59725
16572,CA,96002
16574,CA,96002
16575,CA,96002
16576,CA,95482
16577,CO,81506
16578,CO,81625
16579,CO,81506
16581,CO,81506
16586,CO,81506
16587,CO,81144
16588,CO,81506
16589,CO,81652
16590,MT,59804
16591,MT,59804
16595,ID,83226
16596,NV,89701
16597,MT,59301
16598,NV,89704
16599,NV,89701
16602,CO,81401
16603,CO,81401
16604,CO,81401
16607,OR,97504
16609,OR,97526
16610,NM,87519
16612,AZ,85756
16613,OR,97504
16614,OR,97526
16619,AZ,85756
16629,AZ,85756
16635,NV,89820
16645,OR,97306
16647,MT,59725
16651,MT,59501
16654,OR,97459
16658,NM,88005
16659,NV,89044
16662,OR,97504
16663,NV,89460
16664,AK,99507
16668,AZ,86403
16669,AZ,86401
16675,CO,81506
16676,OR,97814
16677,OR,97504
16678,OR,97504
16679,OR,97504
16680,OR,97504
16685,CA,93933
16688,CA,96130
16689,CA,96130
16692,UT,84721
16693,UT,84721
16694,UT,84720
16696,UT,84721
16697,CO,80459
16698,CO,81641
16699,CO,81212
16700,CO,81212
16701,CO,81140
16702,CO,81401
16704,CO,81652
16708,WY,82414
16714,UT,84532
16715,CO,81652
16716,CO,81352
16717,CO,81652
16718,CO,81652
16723,CO,81401
16724,CO,81401
16725,CO,81401
16738,CO,81212
16739,CO,81230
16740,CO,81230
16741,CO,80459
16742,CO,80459
16743,CO,81230
16744,CO,81230
16746,CO,81401
16747,CO,81401
16787,OR,97754
16802,WY,82834
16803,WY,82901
16804,WY,82901
16805,OR,97477
16807,WY,82834
16808,WY,82834
16820,OR,97754
16821,CA,95762
16823,CA,92363
16824,AK,99709
16826,OR,97471
16827,OR,97754
16828,OR,97754
16829,OR,97754
16830,OR,97754
16831,OR,97603
16832,CA,95762
200001,TX,77845
200002,DC,20408
200003,MD,20740
200004,GA,30307
200005,KS,67410
200006,MI,48109
200007,MI,49504
200008,IA,52358
200009,TX,78705
200010,MA,2125
200011,MD,20740
200012,CA,93065
200013,MO,64050
200014,NY,12538
200028,AZ,86429
201721,UT,84790
201772,AR,72543
201777,OR,97477
201783,OR,97630
201792,WA,98801
201831,TN,38551
201883,AZ,85365
202029,NV,89820
202052,AZ,86401
202054,AZ,85546
202055,AZ,85027
202057,AZ,85635
202059,AZ,85027
202060,AZ,85546
202062,ID,83204
202063,ID,83204
202064,ID,83204
202067,ID,83204
202069,ID,83204
202071,ID,88318
202075,ID,83204
202082,ID,83204
202083,ID,83401
202084,ID,83204
202085,ID,83204
202091,ID,83226
202097,ID,83467
202102,ID,83401
202109,NV,89510
202118,NV,89043
202121,NV,89301
202122,NV,89301
202124,NV,89835
202130,UT,84532
202133,UT,84501
202134,UT,84734
202136,UT,84734
202137,UT,84734
202141,UT,84535
202142,UT,84078
202146,UT,84532
202151,UT,84532
202152,UT,84532
202155,UT,84532
202156,UT,84532
202158,UT,84532
202159,UT,84532
202161,UT,84532
202162,UT,84790
202186,UT,84741
202188,UT,84078
202192,UT,84078
202194,UT,84720
202202,UT,84119
202205,UT,84726
202206,UT,84119
202216,WY,82414
202221,WY,82834
202222,WY,82604
202225,WY,82301
202226,WY,82301
202227,WY,82301
202228,WY,82301
202230,WY,82301
202231,WY,82301
202232,WY,82520
202232,WY,82520
202233,WY,82520
202234,WY,82520
202237,WY,82941
202240,WY,82941
202241,WY,82941
202267,AZ,85546
202354,DC,20013
202355,DC,20020
202357,DC,20013
202358,NY,10128
202359,DC,20013
202360,DC,20560
202361,DC,20560
202362,DC,20013
202363,DC,20560
202364,DC,20560
202365,DC,20560
202366,DC,20002
202367,DC,20008
202368,DC,20006
202369,DC,20013
203140,TX,75315
203141,MO,64108
203142,TN,37830
203143,AL,36202
203145,OH,44325
203147,AZ,85719
203148,AZ,85721
203152,MD,21223
203153,TN,37621
203154,VA,22030
203157,NY,10029
203158,AZ,85603
203159,CA,94506
203160,CA,90037
203161,CA,90703
203162,CA,94619
203163,AZ,85382
203166,MD,20740
203167,TX,75315
203170,NE,68108
203171,FL,33701
203172,FL,33199
203174,TN,37996
203175,VA,20108
203176,TX,75235
203177,VA,22121
203178,KY,40510
203179,RI,2903
203180,GA,30309
203183,TX,78503
203184,TN,37659
203186,VA,22957
203187,CA,90012
203189,KS,67501
203190,HI,96704
203191,IL,61614
203192,NV,89117
203193,NV,89101
203194,LA,71133
203196,HI,96720
203197,FL,32301
203202,MI,48824
203203,AR,71913
203204,CA,91769
203205,VA,20178
203206,PR,940
203207,NA,1213
203208,NY,10004
203209,CA,90802
203210,FL,32207
203212,PA,18042
203214,PA,19106
203215,PA,18015
203216,DC,20005
203217,OH,45202
203222,NY,12230
203223,NC,27601
203224,NC,28159
203225,WA,99204
203226,LA,70190
203227,MS,39530
203229,MS,39205
203230,TX,76006
203232,MD,21202
203235,IL,61021
203236,NY,10035
203237,FL,32114
203238,CO,81435
203239,CA,92112
203241,NC,28054
203243,GA,30144
203245,GA,31412
203246,PA,19106
203247,TX,78205
203248,NC,28215
203249,NM,88346
203250,IA,52004
203251,TX,75226
203252,DC,20250
203253,OH,44106
203254,OH,43058
203257,AZ,85719
203258,AL,35807
203259,MO,64108
203260,PR,778
203261,ID,83844
203262,CT,6810
203263,MT,59101
203264,WA,98104
203265,SC,29732
203813,AZ,85935
203815,AZ,86445
203817,AR,72554
203818,AR,72653
203819,CA,96007
203820,CA,96019
203821,CO,81419
203822,FL,32193
203823,GA,31830
203824,ID,83520
203825,ID,83332
203826,ID,83539
203827,WY,82331
203828,WY,83001
203829,WI,54847
203830,WI,54632
203831,WV,24986
203832,WA,98862
203833,WA,98826
203834,WA,98822
203835,WA,98605
203836,WA,98651
203837,WA,98552
203838,WA,98357
203839,WA,98605
203840,WA,98610
203841,VA,23030
203842,VT,5032
203843,VT,5763
203844,UT,84078
203845,UT,84078
203846,TX,78802
203847,TX,78666
203848,TX,78611
203849,SD,57078
203850,SD,57783
203851,SC,29487
203852,PA,16848
203853,PA,16365
203854,OR,97761
203855,OR,97023
203856,OK,73460
203857,ND,58072
203858,ND,58565
203859,NC,27932
203860,NM,87732
203861,NM,88230
203862,NH,3063
203863,NV,89410
203865,MT,59901
203868,MO,64850
203869,MI,49715
203870,MI,49730
203872,MA,1375
203873,ME,4605
203874,ME,4431
203875,LA,71457
203876,KY,42629
203877,CO,80461
204077,CO,80120
204078,FL,33129
204079,DC,20005
204081,NJ,7102
204082,TN,37076
204085,DC,20240
204089,OK,73105
204111,VA,22079
204116,SD,57754
204118,PA,18018
204140,CA,92262
204141,GA,30901
204143,FL,34206
204144,AZ,85374
205455,GA,30303
205456,AR,72201
210605,AR,72201
210613,NM,88052
210632,SC,29487
210633,GA,30572
210634,MA,1245
210635,ILE-DE-FRANCE,92150
210636,,4121
210638,,8790
210640,,57500
210641,,2517
210643,,6269
210644,,14710
210648,MT,59729
210649,TN,37650
210650,MA,2760
210651,MS,38802
210652,WA,98376
210653,MT,59715
210658,OH,45433
212996,,2400
212997,,50240
213000,,88000
213001,,4852
213002,,55110
213003,TX,78521
213004,,2026
213005,,2130
213006,,83300
213007,,48
213008,,2420
213009,,54470
223022,CA,92886
224333,OR,97471
225589,DC,20228
225590,TX,76131
231769,UT,84532
231770,IN,47469
231771,WI,53044
231772,OR,97520
231773,TX,76102
231791,AL,36602
231792,WV,26101
231793,KY,40403
231794,KY,40202
231796,AR,72201
231797,NJ,8260
231798,TX,76102
231799,TN,37402
231800,OR,97503
231801,CA,94108
231802,AZ,86023
231803,NY,11743
231804,IN,47432
231805,WI,53203
231807,CA,95401
231810,GA,31527
231811,GA,31522
231812,NY,12561
231813,LA,70788
231814,DC,20004
231816,NH,3575
231817,PA,15219
231818,NC,28374
231819,NY,10019
231820,OK,74003
231821,MO,64112
231822,DC,20036
231823,IA,52801
231824,CO,80302
231825,NH,3598
231826,CA,94559
231827,WY,82190
231828,PA,15522
231831,ID,83539
231848,WY,82331
231849,CO,81140
231851,CO,81140
231852,CO,80512
231853,CO,80512
231854,CO,80512
231855,CO,80545
231856,CO,80452
231859,CO,80452
231860,CO,80446
231861,CO,80446
231862,CO,80446
231865,CO,81201
231866,CO,81201
231867,CO,81201
231868,CO,81201
231869,CO,81201
231870,CO,81201
231871,CO,80903
231872,CO,80903
231873,CO,80903
231874,CO,80903
231875,CO,80421
231880,CO,81611
231881,CO,81611
231882,CO,81611
231883,CO,81611
231885,AZ,85929
231887,NM,88317
231888,NM,88317
231889,NM,88317
231890,NM,88317
231892,NM,87552
231893,NM,87552
231897,UT,84046
231898,WY,82935
231899,UT,84046
231900,UT,84046
231901,UT,84046
231902,UT,84046
231905,UT,84046
231907,UT,84046
231908,UT,84046
231909,UT,84066
231910,UT,84021
231917,UT,84747
231918,UT,84747
231919,UT,84747
231920,UT,84747
231921,UT,84747
231922,UT,84774
231925,ID,83429
231926,ID,83429
231927,WY,83422
231935,UT,84062
231936,UT,84062
231937,UT,84062
231938,UT,84062
231948,CA,90901
231953,CA,95634
231955,CA,93541
231956,CA,93546
231958,CA,93927
231959,CA,93465
231960,CA,93105
231961,CA,93105
231962,CA,93225
231969,CA,92549
231973,CA,92549
231976,CA,92305
231977,CA,96161
231981,OR,97447
231983,OR,97413
231984,OR,97413
231985,OR,97408
231990,AL,35503
231991,AL,35553
231992,NC,28768
231993,NC,28768
231994,NC,28768
231995,NC,28806
231997,MN,56636
231998,MN,56636
231999,MN,56484
232001,MI,49862
232002,MI,49862
232005,PA,16239
232006,WV,26287
232007,WV,26287
232009,WV,24986
232012,ID,83611
232014,NV,89835
232015,NV,89835
232017,CO,80461
232020,CA,92549
232022,CA,92549
232024,UT,84324
232030,CA,92305
232031,CA,92305
232032,CA,95631
232034,UT,84720
232040,ID,83340
232042,ID,83278
232044,CO,80461
232045,CA,95631
232046,ID,83611
232047,CA,95631
232048,CA,95631
232053,CA,93517
232054,CA,92333
232056,IN,47436
232058,CA,93517
232064,WA,98925
232065,PA,16701
232066,CO,81212
232067,CO,80461
232068,CA,92305
232069,CA,93545
232073,CO,80461
232076,ID,83278
232079,CA,93517
232086,CO,80461
232087,ID,83611
232088,PA,16701
232090,CA,93517
232091,NV,89835
232093,CO,81212
232094,WA,98940
232097,ID,83278
232098,ID,83611
232101,CO,81212
232111,NV,89835
232112,NV,89825
232116,ID,83278
232117,CA,93517
232119,CA,93517
232126,PA,16701
232127,PA,16710
232128,PA,16701
232134,MN,55705
232137,CA,96105
232138,CA,93023
232148,CA,95959
232149,MN,56657
232151,MN,56633
232154,CO,81210
232157,CO,81230
232158,CO,81623
232159,CO,81621
232160,CO,81623
232161,VA,24426
232162,WV,26810
232169,ID,83637
232170,ID,83637
232180,VA,24378
232181,OR,97441
232185,CA,96120
232186,CA,96120
232187,CA,96120
232188,MN,55705
232189,MN,55705
232199,ID,83856
232207,AZ,86303
232213,AK,99664
232216,TN,37385
232217,ID,83647
232218,ID,83647
232219,ID,83429
232225,UT,84660
232226,UT,84660
232227,UT,84660
232228,UT,84660
232229,UT,84660
232230,UT,84062
232231,UT,84660
232232,UT,84660
232233,UT,84660
232234,CA,96019
232235,CA,96019
232245,CA,95543
232247,CA,96130
232251,MT,59917
232252,CO,81132
232254,CA,95364
232257,KY,40744
232258,KY,40744
232259,KY,40744
232261,CA,95922
232264,CA,95922
232267,CA,95965
232269,CA,93541
232270,CA,94301
232271,CA,93546
232275,CO,81427
232278,CA,91948
232283,MN,55731
232284,AZ,85619
232287,OR,97408
232288,OR,97048
232294,CO,80461
232296,CA,92333
232304,OR,97408
232306,CO,80452
232309,ID,83647
232310,ID,83637
232312,ID,83637
232313,ID,83637
232316,CA,95543
232318,MI,49862
232319,MI,49862
232321,CA,95922
232322,CA,95543
232323,WY,82834
232324,AK,99587
232325,MO,63622
232326,ID,83539
232327,MT,59871
232328,UT,84057
232329,CO,81623
232335,ID,83647
232336,CA,91702
232337,AK,99664
232338,CO,81130
232339,CO,80903
232340,CO,80866
232341,CO,80903
232342,CA,93023
232348,CA,95726
232349,CA,95726
232350,CO,81201
232352,AK,99664
232353,AK,99664
232354,ID,83327
232355,AZ,85541
232356,WA,98937
232357,CO,81641
232359,SD,57745
232361,CA,96019
232362,CA,96019
232363,CA,96019
232367,CA,93517
232368,CO,80301
232370,KY,40371
232371,CA,95922
232376,WA,98252
232379,ID,83706
232380,NC,28742
232385,CO,80461
232387,CO,80461
232388,SD,57730
232389,OH,45767
232391,MO,65566
232398,CA,93546
232399,NC,28741
232400,ID,83637
232401,ID,83637
232402,ID,83611
232403,OR,97408
232407,WA,98922
232417,ID,83611
232418,MO,63935
232419,MO,65560
232420,MO,63902
232421,MO,65401
232423,AL,35553
232424,WV,24920
232429,MN,55604
232430,TX,77331
232431,ID,83637
232432,VA,22835
232433,VA,22827
232434,NC,37876
232435,NC,28713
232436,TN,37738
232438,TN,37722
232439,TN,37722
232440,TN,37738
232441,NC,28719
232442,KY,42259
232443,MN,56649
232445,UT,84767
232446,CA,95389
232447,CA,95389
232448,CA,95389
232449,CA,95389
232450,CA,95389
232451,CA,95389
232452,CA,95389
232453,CA,95389
232454,CA,96095
232455,CA,96095
232456,MI,49654
232457,MI,49630
232458,MI,49640
232459,VA,22835
232460,CA,93271
232461,CA,93271
232462,CO,80517
232463,CO,80517
232464,WA,98331
232465,WA,98361
232466,WA,98361
232467,KY,42259
232468,KY,42259
232469,AK,99613
232470,CA,92277
232471,CA,92277
232472,CA,92277
232473,CA,92284
232474,MD,20770
232475,TN,37738
232476,TN,37738
232477,TN,37738
232478,NC,28713
232479,TN,37722
232480,NC,28719
232481,NC,28719
232482,NC,37876
232483,NC,28719
232485,TN,37882
232486,NC,28719
232487,TN,37738
232488,TN,37882
232489,AZ,86052
232490,AZ,86023
232491,CA,94965
232492,MT,59936
232493,MT,59936
232494,VA,22308
232495,FL,33034
232496,CA,92328
232497,CA,93001
232498,CA,93001
232499,CA,93001
232500,CA,93001
232501,CA,93001
232502,CA,93001
232503,MD,21788
232504,NC,27960
232505,TN,42649
232506,TN,37841
232507,MD,21811
232508,ME,4609
232509,WA,98361
232510,WA,98361
232511,TX,76708
232512,TX,75657
232513,AL,36863
232514,GA,29821
232515,TN,37217
232516,MO,65737
232517,AR,72949
232518,TN,37066
232519,GA,30041
232520,MO,65616
232521,MO,65680
232522,AR,71832
232523,AR,72537
232524,AR,71841
232525,GA,30824
232526,MO,65625
232527,GA,30643
232528,MS,39730
232529,AL,36871
232530,MO,63957
232531,GA,50506
232533,SC,29689
232534,TX,75657
232535,MO,65733
232536,TX,75657
232537,TN,42045
232538,KY,42045
232539,TN,37066
232540,MO,65747
232541,KY,42045
232542,MO,65624
232543,AR,72857
232544,TX,78633
232545,TN,37122
232546,TX,76502
232547,TX,76671
232548,AL,36720
232549,AR,72031
232551,SC,29821
232552,TX,75098
232553,TX,75501
232555,SC,29689
232556,TN,37076
232557,TX,76442
232558,AR,71841
232559,GA,39851
232560,AR,72653
232561,SC,29684
232562,AR,72662
232563,KY,42544
232564,TN,38551
232565,AR,72653
232566,KY,41721
232567,AR,72543
232568,AL,36444
232569,AL,36732
232570,TX,76548
232571,AL,35406
232572,TN,37030
232573,AR,72067
232574,MS,39701
232575,GA,30732
232576,TN,38551
232577,TN,42045
232578,GA,30506
232579,TN,42045
232580,GA,39819
232581,MO,65641
232582,AL,36726
232583,TX,75098
232584,GA,30643
232585,KY,42045
232587,KY,42501
232588,TX,76834
232589,TN,38582
232590,AL,36740
232591,AR,72537
232592,GA,29821
232593,AL,36108
232594,TX,75951
232595,AL,36310
232596,SC,29835
232597,AR,72543
232598,AR,72653
232600,TX,75057
232601,AR,72745
232602,TX,75119
232603,AR,72668
232604,MO,63620
232605,AR,72044
232606,GA,30240
232607,TX,76126
232608,AR,72758
232609,KY,42045
232610,MO,65616
232611,AR,71833
232612,TX,78633
232613,AR,72543
232614,TX,75657
232615,KY,42629
232616,TN,37087
232617,GA,29821
232618,TX,76834
232619,AR,72642
232620,TX,75166
232621,AR,72630
232622,TX,76639
232623,TN,38541
232624,KY,42045
232625,KY,41759
232626,TX,76513
232627,TN,37015
232628,TX,76692
232629,TN,37122
232630,TN,38569
232633,TX,76126
232634,AR,72732
232635,TX,75119
232636,TX,75979
232637,TX,76692
232638,GA,30121
232639,GA,30121
232640,AR,72166
232641,TX,76708
232642,TX,75951
232643,MO,65681
232645,SC,29838
232646,TX,75119
232648,TX,76126
232649,AR,72067
232650,TN,37066
232651,TX,76679
232652,AR,71832
232654,TN,38573
232655,SC,29678
232656,MO,65611
232657,GA,30542
232658,TN,37138
232659,AR,72581
232660,GA,30121
232661,KY,42045
232662,AR,72802
232663,AR,72842
232664,SC,29821
232665,GA,30121
232666,GA,30643
232667,AR,71639
232668,GA,30802
232669,AL,35447
232670,MO,63957
232671,AR,71832
232672,AR,72847
232673,MS,38859
232674,TX,75501
232675,TN,38551
232676,TX,76652
232677,TN,37086
232678,GA,30643
232679,AL,36752
232680,AR,72756
232681,TX,76442
232682,AR,72857
232683,GA,31833
232684,TN,38583
232685,TX,75951
232687,GA,30802
232688,AR,71611
232689,SC,29626
232690,AR,72857
232691,MO,63957
232693,TN,38562
232694,AR,72653
232695,TX,77879
232696,TX,75501
232697,TN,38562
232698,TX,75951
232699,TX,75951
232700,GA,30041
232701,AL,36919
232702,TN,37076
232703,AR,72067
232704,AR,72859
232705,TN,37138
232706,SC,29684
232707,AL,36701
232708,TX,76442
232709,TX,76708
232710,AR,72923
232711,SC,29625
232712,TX,76513
232713,AR,72067
232714,AR,72857
232715,GA,30121
232716,TN,37030
232717,AR,71611
232718,TX,76574
232719,TX,76513
232720,MO,72654
232721,AR,72016
232722,MS,39773
232723,AR,72644
232724,SC,29631
232725,MS,39325
232726,TX,75951
232727,SC,29670
232728,TX,76571
232729,GA,30121
232730,GA,30121
232732,MO,65747
232733,KY,42501
232734,TN,38562
232735,GA,30643
232736,AR,72842
232737,TX,75119
232738,SC,29869
232739,GA,29821
232740,TX,76513
232741,AL,36027
232742,GA,30240
232743,MS,38843
232744,AR,71639
232745,TX,76530
232746,AR,71611
232747,TN,38541
232748,TX,76574
232749,GA,30802
232750,TX,76679
232751,GA,30732
232752,TX,77879
232753,CA,96051
232754,CA,96003
232755,CA,96161
232758,CA,96051
232760,CA,96051
232761,CA,96051
232762,CA,96051
232763,CA,96051
232764,CA,96051
232765,CA,96051
232768,CA,96158
232769,CA,96158
232777,CA,93628
232778,OR,97408
232779,OR,97408
232780,CA,93628
232781,CA,93633
232786,CA,93238
232788,OR,97408
232789,OR,97408
232790,CA,93238
232791,OR,97408
232794,CA,93238
232795,CA,93238
232797,WA,98610
232799,WA,98610
232800,WA,98610
232819,CA,93238
232824,CA,96105
232826,CA,96105
232828,CA,96105
232829,CA,96105
232852,WA,98377
232853,WA,98377
232855,WA,98377
232857,WA,98377
232858,CA,96161
232859,CA,96161
232860,WA,98377
232861,WA,98377
232862,WA,98610
232864,WA,98610
232868,OR,97023
232869,CA,96162
232871,CA,96162
232874,CA,96158
232875,CA,96158
232876,CA,96158
232878,CA,93604
232883,CA,96161
232884,CA,96161
232887,CA,95631
232888,CA,95631
232889,CA,93238
232890,CA,93238
232891,CA,93238
232892,WA,98610
232895,WA,98610
232896,WA,98377
232897,WA,98377
232898,WA,98377
232900,OR,97408
232901,CA,96130
232902,CA,96130
232903,OH,45659
232904,OH,45659
232909,CA,93604
232911,CA,93604
232915,CA,95984
232916,CA,96130
232917,TX,76126
232918,NM,88317
232931,AK,99921
232932,AK,99921
232933,AK,99921
232934,AK,99921
232938,AK,99801
232939,AK,99801
232940,AK,99801
232941,AK,99801
232942,AK,99801
232943,AK,99801
232944,AK,99801
232945,AK,99801
232946,AK,99801
232947,AK,99801
232948,AK,99801
232961,AK,99901
232963,AK,99574
232964,AK,99574
232966,AK,99574
232968,AK,99574
232970,AK,99574
232972,AK,99574
232973,AK,99574
232974,AK,99574
232975,AK,99574
232976,AK,99574
232978,AK,99574
232980,AK,99574
232981,AK,99574
232982,AK,99574
232983,AK,99574
232985,AK,99574
232987,AK,99587
232989,AK,99587
232991,AK,99587
232992,AK,99587
232993,AK,99833
232994,AK,99587
232995,AK,99587
232996,AK,99833
232997,AK,99833
232998,AK,99587
232999,AK,99833
233000,AK,99664
233001,AK,99664
233002,AK,99833
233003,AK,99664
233004,AK,99833
233005,AK,99833
233006,AK,99664
233007,AK,99664
233008,AK,99833
233009,AK,99664
233010,AK,99664
233011,AK,99833
233012,AK,99833
233013,AK,99664
233014,AK,99664
233015,AK,99833
233016,AK,99664
233017,AK,99833
233018,AK,99664
233019,AK,99833
233020,AK,99664
233021,AK,99664
233022,AK,99833
233023,AK,99664
233024,AK,99833
233025,AK,99833
233026,AK,99664
233027,AK,99833
233028,AK,99664
233029,AK,99664
233030,AK,99833
233031,AK,99833
233061,AK,99919
233062,AK,99919
233065,AK,99919
233067,AK,99929
233068,AK,99929
233069,AK,99929
233071,AK,99929
233073,AK,99929
233075,AK,99929
233077,AK,99929
233079,AK,99929
233088,AK,99689
233090,AK,99689
233091,AK,99689
233093,AK,99689
233094,AK,99689
233095,AK,99689
233096,CA,96051
233097,CA,96051
233098,AR,72223
233099,AR,72631
233100,AR,72732
233102,CA,93517
233103,WA,98610
233104,CA,95726
233106,TN,37013
233107,TN,37214
233108,NC,28768
233109,NC,28768
233110,OR,97441
233111,OR,97493
233112,OR,97449
233113,OR,97408
233115,OR,97867
233116,CA,93465
233117,CA,93465
233118,CA,93465
233122,FL,34488
233123,CO,81611
233125,TX,76712
233126,ID,83539
233127,TX,76557
233128,ID,83539
233131,MT,59758
233132,ID,83530
233133,OR,97492
233134,MN,56484
233135,MO,65608
233136,OR,97867
233137,CO,80545
233138,VA,22952
233139,VA,24579
233140,MN,56633
233141,MN,56633
233142,CA,95573
233143,WA,98822
233144,MN,56630
233145,MN,56630
233146,MN,55615
233147,MN,55615
233148,UT,84747
233149,UT,84747
233150,UT,84747
233151,MT,59602
233153,OR,97462
233154,OR,97447
233155,OR,97447
233156,OR,97447
233158,AK,99574
233159,TX,75065
233160,ID,83544
233161,CA,95979
233162,CA,95979
233163,MI,49938
233164,VA,24579
233165,MN,55604
233166,ID,83544
233167,UT,84523
233168,UT,84523
233169,AZ,85637
233170,TX,76652
233171,AK,99921
233172,MI,49862
233173,MI,49862
233174,MI,49862
233176,VA,22652
233177,AZ,85625
233178,AZ,85625
233179,AK,99835
233180,CA,75631
233181,MT,59758
233183,CA,95939
233185,CO,80465
233186,OR,97530
233187,CO,80517
233188,CO,80903
233189,CO,81643
233190,VA,24426
233192,OR,97408
233193,OR,97408
233194,OR,97408
233195,OR,97408
233196,OR,97408
233197,OR,97408
233199,GA,30525
233200,TX,75948
233201,VA,22952
233202,MT,59868
233203,MT,59919
233204,MT,59868
233205,VA,24579
233206,CO,80814
233207,MI,49969
233208,ID,83611
233209,OR,97360
233210,MI,49862
233211,MI,49862
233212,MI,49862
233214,UT,84046
233215,OR,97408
233217,OR,97408
233218,CA,95526
233219,AZ,85750
233220,AZ,85750
233221,AZ,85621
233222,AZ,85623
233223,AZ,85750
233224,AZ,85615
233225,OR,97408
233226,AZ,85615
233227,AZ,85607
233228,UT,84029
233229,MT,59422
233231,WY,82941
233232,CO,81149
233233,AZ,85546
233234,AZ,85546
233236,OR,97833
233237,OR,97754
233239,TX,75980
233240,MT,59868
233241,MD,21788
233242,AZ,86023
233244,CA,93453
233245,ID,83530
233248,OR,97869
233249,OR,97869
233251,CO,81323
233252,ID,83805
233253,MI,48750
233255,MI,48739
233256,CA,96057
233258,OR,97342
233260,CA,93514
233262,CA,93514
233263,ID,83856
233264,ID,83856
233266,AR,72533
233267,ID,83814
233270,ID,83835
233272,MT,59911
233273,WA,98826
233274,AZ,85640
233275,OK,73086
233276,OK,73086
233277,AR,72631
233278,AR,72732
233279,AR,72764
233280,AR,72756
233282,CA,92328
233284,NC,37876
233286,ND,58072
233287,AR,72857
233288,ID,84319
233289,CO,81401
233290,ID,84319
233291,MA,1569
233292,WY,82414
233293,WY,82414
233294,OR,97386
233295,OR,97386
233296,CA,96103
233299,TN,37738
233301,OR,97342
233304,AK,99755
233305,OR,97023
233306,AZ,86303
233307,TX,75657
233308,VA,24375
233309,NY,11234
233310,OK,74756
233311,OK,74756
233312,NC,28584
233313,ID,83716
233314,CA,93649
233315,TX,75657
233316,TX,75657
233317,AK,99669
233319,LA,71055
233320,MD,21788
233321,MD,21788
233322,OR,97484
233323,OR,97037
233324,VA,24091
233325,CA,93265
233326,OR,97041
233327,NM,87577
233328,AK,99801
233329,OR,97041
233330,CT,6762
233331,MT,59758
233332,NC,28531
233333,NC,28531
233334,MT,59758
233335,CO,81147
233336,MT,59858
233337,MT,59858
233338,HI,96818
233339,OR,97413
233340,OR,97413
233341,OR,97413
233342,MI,49689
233343,SC,29664
233344,CA,96003
233345,CA,96003
233346,CA,96003
233347,CA,96093
233348,ID,83278
233349,ID,83631
233351,OR,97523
233352,ID,83631
233353,KY,41759
233354,MD,20744
233355,ID,83226
233356,CA,96063
233357,CA,96063
233358,CA,96063
233359,CA,94956
233360,MT,59923
233361,UT,84036
233362,CO,81330
233363,CA,93621
233364,OR,97463
233366,CA,93510
233367,OH,44141
233368,ID,83814
233369,NC,28644
233370,IL,62812
233371,UT,84713
233372,CA,96063
233373,OR,97386
233374,TN,37738
233375,MS,38635
233376,OR,97413
233379,VA,22172
233380,TX,76679
233381,CA,90265
233382,NM,87059
233383,TX,76530
233384,WA,98376
233385,UT,84627
233386,OR,97447
233387,CO,81416
233388,NM,87558
233389,NM,87556
233390,NM,87025
233391,ID,83420
233392,UT,84720
233393,UT,84501
233394,NM,87544
233395,NM,87544
233396,MN,55808
233397,VA,24579
233398,AZ,85546
233399,AZ,85546
233400,AZ,85546
233401,AK,99829
233402,AZ,85614
233403,VA,24523
233404,CA,94301
233405,MN,56649
233406,OR,97754
233408,KY,40152
233409,KY,40152
233410,KY,40152
233411,KY,40119
233412,IA,50131
233413,IA,50138
233414,CA,93653
233415,AR,71923
233417,AR,71923
233418,KS,66856
233419,ND,58072
233420,KY,42164
233421,NC,28697
233422,WV,26651
233423,OK,74604
233424,OK,74462
233425,MO,65355
233426,OK,73724
233427,IL,61041
233428,MO,65355
233429,OK,74434
233430,OK,74017
233431,CA,95441
233432,IA,50131
233433,IL,62231
233434,AR,71968
233435,IA,52544
233436,OK,74462
233438,IA,52544
233439,CA,95963
233440,CA,93653
233441,MO,64735
233442,VA,23917
233443,WV,26335
233444,OK,73439
233445,OK,74731
233446,AR,71923
233447,OK,73724
233448,OK,75020
233449,KS,66846
233450,KS,66543
233451,OK,74070
233452,MO,63456
233453,MO,65601
233454,WA,99323
233455,IA,50131
233456,MS,38927
233457,OK,74435
233458,OK,73573
233459,IA,52759
233460,MS,38666
233461,NM,87041
233462,KS,66510
233463,IL,62231
233464,OK,74435
233465,IL,62565
233466,OK,74604
233467,NE,57078
233468,KS,66861
233469,AR,71958
233471,MO,65785
233472,MN,56442
233473,AR,71968
233474,KS,66441
233475,IL,62812
233476,CT,6255
233477,IL,62231
233478,IL,62231
233479,OK,74462
233480,OK,74434
233481,KS,66839
233482,IL,62812
233483,IL,62231
233484,IL,62231
233486,AR,71957
233487,ID,83520
233488,KY,42729
233489,MT,59223
233490,ND,58565
233491,KS,67335
233492,MS,38618
233493,WV,25512
233494,AR,71923
233495,OK,74435
233496,IL,62565
233497,OK,73724
233498,IL,61256
233499,WA,99348
233500,OK,74434
233501,MO,63456
233502,OK,74462
233503,WI,53820
233504,IL,62897
233505,MO,65785
233506,OK,74053
233507,MS,38632
233508,OK,74039
233509,CA,93653
233510,WI,54767
233511,OK,74462
233512,KS,66861
233513,KY,42728
233514,WA,99323
