ENTITYID,ADDRESSSTATECODE,POSTALCODE
259101,WA,98363
259101,WA,98362
259102,NM,87505
259102,NM,87505
259103,OR,97523
259103,OR,97523
259104,OR,97523
259104,OR,97523
259105,AZ,85321
259106,MD,20745
259106,MD,20745
259107,MO,63965
259107,MO,63965
259108,MO,63965
259108,MO,63965
259109,MO,65466
259110,MO,65466
259111,TX,78418
259111,TX,78480
259112,TX,78418
259112,TX,78480
259113,TX,78418
259113,TX,78480
259114,TX,78526
259114,TX,78520
259115,AR,72732
259116,NM,87552
259116,NM,87552
259117,OH,43456
259117,OH,43456
259118,NM,87120
259118,NM,87120
259119,MI,49862
259119,MI,49862
259120,MI,49862
259120,MI,49862
259121,CA,95043
259122,CA,95043
259122,CA,95043
259123,AZ,86022
259123,AZ,86022
259124,MN,56164
259125,MD,20607
259125,MD,20744
259126,CA,94956
259127,CA,94937
259127,CA,94956
259128,CA,94937
259128,CA,94956
259129,NM,87505
259129,NM,87505
259130,MD,21795
259131,MD,21502
259132,MD,21716
259133,MD,21750
259134,MD,20854
259135,MD,21711
259136,WV,25425
259136,WV,25425
259137,WV,25425
259137,WV,25425
259138,PA,15552
259139,PA,15470
259140,WV,25425
259140,WV,25425
259141,WV,25425
259141,WV,25425
259142,WV,25425
259142,WV,25425
259142,VA,22101
259143,VA,22125
259144,VA,22314
259145,VA,22309
259146,WV,25425
259146,WV,25425
259147,VA,22191
259148,VA,22172
259149,VA,22405
259150,WV,25425
259150,WV,25425
259150,VA,22405
259151,WV,25425
259151,WV,25425
259151,VA,22405
259152,MD,20745
259152,DC,20020
259153,MD,20744
259154,WV,25425
259154,WV,25425
259154,MD,20607
259155,MD,20677
259156,MD,20650
259157,MD,20686
259157,MD,20686
259158,MD,20626
259160,WV,25425
259160,WV,25425
259161,VA,22520
259162,VA,22485
259163,DC,20015
259163,DC,20008
259164,WV,25425
259164,WV,25425
259165,AR,71801
259165,AR,71801
259166,DC,20230
259166,DC,20242
259167,DC,20230
259167,DC,20230
259168,CA,94129
259168,CA,94123
259169,VA,22172
259169,VA,22172
259170,VA,22172
259171,VA,22172
259172,VA,22172
259172,VA,22172
259174,HI,96726
259174,HI,96726
259175,HI,96743
259175,HI,96743
259176,IL,60628
259176,IL,60628
259179,CA,95531
259179,CA,95531
259180,CA,95531
259180,CA,95531
259181,CA,95531
259181,CA,95531
259182,CA,95531
259182,CA,95531
259183,CA,95531
259183,CA,95531
259184,CA,95531
259184,CA,95531
259185,CA,95531
259185,CA,95531
259186,CA,95531
259186,CA,95531
259187,CA,95531
259187,CA,95531
259188,VA,23219
259188,VA,23223
259189,VA,23219
259190,MI,48162
259191,DC,20015
259192,DC,20007
259192,DC,20008
259193,DC,20001
259193,DC,20008
259194,CO,80517
259195,CO,80517
259195,CO,80517
259195,CO,80517
259196,CO,80517
259196,CO,80517
259197,CO,80447
259197,CO,80517
259198,CO,80517
259198,CO,80517
259199,CO,80517
259199,CO,80517
259200,CO,80447
259200,CO,80517
259201,RI,2903
259201,RI,2903
259202,CA,94804
259203,NY,11771
259204,NY,11771
259205,NY,11771
259205,NY,11771
259206,AZ,85730
259206,AZ,85730
259207,AZ,85730
259207,AZ,85730
259208,AZ,85730
259208,AZ,85730
259209,AZ,85730
259209,AZ,85730
259210,AZ,85730
259210,AZ,85730
259211,AZ,85730
259211,AZ,85730
259212,WI,54888
259212,WI,54888
259213,WI,54024
259214,ME,4619
259214,ME,4619
259215,NH,3745
259215,NH,3745
259216,NM,87036
259216,NM,87036
259217,NM,87036
259217,NM,87036
259218,NM,87036
259218,NM,87036
259219,NM,87036
259219,NM,87036
259220,VI,820
259220,VI,820
259221,TX,78214
259221,TX,78210
259222,CA,94109
259223,CA,94109
259224,CA,94109
259225,WA,98250
259225,WA,98250
259226,WA,98250
259226,WA,98250
259227,CO,81036
259227,CO,81036
259228,CA,91302
259229,CA,91320
259230,NE,69341
259230,NE,69341
259231,CA,93271
259232,CA,93262
259232,CA,93271
259233,CA,93633
259233,CA,93271
259234,CA,93262
259234,CA,93271
259235,CA,93633
259235,CA,93271
259236,CA,93271
259236,CA,93271
259237,VA,22973
259237,VA,22835
259238,VA,22835
259238,VA,22835
259239,VA,22851
259239,VA,22835
259240,TN,38376
259240,TN,38376
259241,AK,99835
259241,AK,99835
259242,MI,49636
259242,MI,49630
259243,MI,49640
259243,MI,49630
259244,MI,49630
259245,MI,49630
259246,MI,49630
259246,MI,49630
259247,MI,49630
259248,MA,1105
259248,MA,1105
259249,NY,10004
259250,AZ,86004
259250,AZ,86004
259251,KS,66869
259251,KS,66869
259252,KS,66869
259253,ND,58645
259253,ND,58645
259254,ND,58854
259254,ND,58645
259255,ND,58645
259255,ND,58645
259256,NJ,7052
259257,UT,84003
259258,FL,32225
259259,FL,32226
259260,AZ,85545
259261,AZ,85640
259261,AZ,85640
259262,MS,38801
259262,MS,38801
259263,AZ,86324
259263,AZ,86322
259264,MO,63123
259265,NM,87025
259265,NM,87025
259266,PA,19406
259266,PA,19406
259267,NY,12538
259267,NY,12538
259268,MS,39183
259269,VI,830
259269,VI,830
259270,VI,830
259271,MN,56649
259271,MN,56649
259272,MN,56649
259272,MN,56649
259273,MN,56649
259273,MN,56649
259274,TX,76708
259275,AZ,86004
259275,AZ,86004
259276,OK,73628
259277,CA,96095
259277,CA,96095
259278,CA,96095
259278,CA,96095
259279,CA,96095
259279,CA,96095
259285,CA,96095
259285,CA,96095
259286,CA,96095
259286,CA,96095
259287,NM,88310
259287,NM,88310
259288,WA,99362
259288,WA,99362
259289,SD,57747
259290,VA,22182
259291,NY,13148
259292,HI,96818
259292,HI,96818
259293,AK,99586
259293,AL,99573
259294,AK,99573
259294,AK,99573
259295,AK,99566
259295,AK,99588
259296,AK,99566
259296,AK,99573
259297,AK,99586
259297,AK,99573
259298,NC,27948
259298,NC,27954
259299,AZ,86004
259299,AZ,86004
259300,WY,82190
259300,WY,82190
259301,WY,82190
259301,WY,82190
259302,WY,82190
259302,WY,82190
259303,WY,82190
259303,WY,82190
259304,WY,82190
259304,WY,82190
259305,WY,82190
259305,WY,82190
259306,WY,82190
259306,WY,82190
259307,WY,82190
259307,WY,82190
259308,WY,82190
259308,WY,82190
259309,WY,82190
259309,WY,82190
259310,WY,82190
259310,WY,82190
259311,WY,82190
259311,WY,82190
259312,WY,82190
259313,WY,82190
259314,WY,82190
259315,WY,82190
259316,WY,82190
259317,WY,82190
259318,WY,82190
259319,WY,82190
259320,MT,59758
259320,WY,82190
259321,MT,59758
259321,WY,82190
259322,AK,99738
259322,AK,99738
259323,AK,99701
259324,UT,84767
259325,UT,84767
259326,UT,84757
259338,MO,64105
259339,MS,39183
259345,AK,99501
259557,CO,84035
259560,ID,83815
259562,ID,83815
259563,ID,83815
260545,ID,83815
260546,ID,83815
260547,OR,97754
260548,CO,80517
260548,CO,80517
260552,CO,80447
260552,CO,80447
260555,ID,83401
260558,ID,83464
260559,OR,97754
260566,ID,83641
260567,ID,83702
260568,ID,83638
261322,PA,17325
261325,CA,96130
261327,OR,97459
261330,CA,96130
261331,CA,96130
261694,OR,97459
261695,OR,97459
261696,MT,59648
261700,CA,93001
261701,DC,20001
261702,WY,82941
261703,WY,82941
261704,WY,82941
261706,WY,82941
261707,WY,82941
261708,WY,82941
261709,WY,82941
261711,AZ,85027
261713,CO,81144
261714,AZ,85027
261715,CO,81144
261716,CO,81212
261717,CO,81212
261719,MT,59101
261720,MT,59101
261721,MT,59101
261722,MT,59101
261723,MT,59701
261724,ID,83204
261726,CO,81230
261730,CO,81323
261731,CO,81323
261732,CO,81323
261733,CO,81323
261735,UT,84790
261737,CO,81401
261738,CO,81323
261739,CO,80323
261741,CO,81323
261742,CO,81323
261744,UT,84535
261750,MT,59230
261751,MT,59230
261753,MT,59230
261754,MT,59230
261755,MT,59457
261757,CO,81652
261759,MT,59301
261760,CO,81637
261761,CO,81652
261763,CO,81230
261767,CO,81652
261768,CA,96130
261769,CA,96130
261770,MT,59725
261771,MT,59275
261773,CA,96002
261774,CO,81212
261775,CO,81212
261776,CO,81212
261777,CO,81212
261780,CO,81212
261782,CO,81641
261783,CA,95521
261786,CO,80459
261788,CO,81641
261789,CO,81625
261791,OR,97122
261792,PA,16239
261793,FL,33920
261794,MT,59725
261795,MT,59725
261796,MT,59725
261797,MT,59725
261798,AL,59725
261799,MT,59725
261800,MT,59725
261801,MT,59725
261802,MT,59725
261803,MT,59725
261804,MT,59725
261806,MT,59725
261807,MT,59725
261808,MT,59457
261809,MT,59457
261810,CO,81144
261813,MT,59457
261814,MT,59701
261815,MT,59701
261816,MT,59601
261817,MT,59701
261818,MT,59701
261819,MT,59701
261820,MT,59601
261821,MT,59701
261822,MT,59602
261823,MT,59804
261824,CO,81652
261825,CO,81652
261826,CO,81652
261827,CO,81652
261828,CO,81652
261829,CO,81652
261830,CO,81652
261831,CO,81652
261838,CO,81652
261839,CO,81601
261840,CO,81506
261841,CO,81506
261843,AZ,86403
261844,AZ,86403
262582,CO,81631
262584,CA,95482
262585,AZ,86403
262586,CO,81652
262591,AZ,85756
262592,AZ,85756
262593,AZ,85756
262595,AZ,85615
262597,CO,81506
262598,AZ,85615
262599,CO,81506
262601,CO,81652
262603,MT,59701
262606,CO,81401
262607,CO,81506
262608,CO,81401
262609,CO,81506
262610,CO,81401
262611,CO,81401
262612,CO,81401
262613,CO,81401
262614,CO,81401
262615,CO,81401
262616,CO,81401
262617,CO,81401
262618,CO,81401
262619,CO,81401
262620,CO,81401
262624,WY,82901
262625,WY,82901
262627,WY,82901
262628,WY,82901
262636,WY,82901
262637,WY,82901
262638,WY,82901
262640,WY,82901
262642,WY,82009
262644,WY,82901
262646,WY,82901
262647,WY,82901
262648,WY,82901
262649,WY,82901
262651,WY,82901
262653,WY,82901
262654,WY,82901
262655,WY,82901
262659,MT,59648
262661,WY,82901
262662,WY,82901
262663,OR,97504
262664,WY,82901
262665,OR,97504
262666,MT,5945
262668,WY,82901
262671,OR,97504
262675,WY,82901
262676,AZ,85324
262680,WY,82901
262683,WY,82901
262686,WY,82901
262687,AZ,86403
262690,NV,89008
262690,NV,89008
262691,NV,89043
262692,OR,97754
262693,NV,89008
262702,OR,97471
262705,NV,89021
262706,OR,97471
262710,NV,89020
262712,NV,89124
262716,NV,89311
262717,MT,59457
262718,OR,97471
262720,OR,97471
262721,AZ,85087
262726,NV,89044
262727,OR,97630
262728,OR,97603
262729,NV,89130
262730,OR,97630
262731,OR,97630
262732,MT,59457
262733,NV,89049
262735,MT,59457
262736,NV,89049
262737,NV,89049
262738,NV,89301
262739,OR,97603
262740,OR,97630
262741,OR,97630
262742,OR,97630
262744,NV,89049
262745,NV,89049
262746,OR,97630
262747,OR,97754
262748,WA,98801
262749,MT,59501
262751,NV,89801
262752,OR,97122
262753,MT,59501
262754,OR,97306
262755,MT,59501
262756,OR,97306
262757,MT,59501
262758,MT,59501
262759,OR,97306
262760,MT,59538
262761,MT,59538
262762,OR,97306
262763,OR,97306
262764,OR,97306
262765,AZ,85324
262766,OR,97306
262767,OR,97306
262771,CO,81641
262772,MT,57717
262773,OR,97918
262774,AZ,85390
262776,OR,97730
262777,CA,95589
262778,OR,97730
262779,OR,97306
262780,AZ,85546
262782,AZ,85546
262783,OR,97504
262784,AZ,85546
262785,AZ,85546
262787,CO,81230
262790,CA,95521
262796,CA,95589
262798,AZ,86403
262800,AZ,86403
262806,CA,95589
262808,CA,95589
262810,NC,28570
262813,CO,81506
262815,CO,80459
262816,CO,80459
262818,CO,80459
262819,CO,80459
264293,ME,4609
264294,CO,81506
264295,LA,71457
265539,MI,48647
266047,CA,95589
266135,AZ,85545
266136,AZ,85545
266137,OR,97408
266138,OR,97408
266139,OR,97408
266140,OR,97408
266141,OR,97408
266142,OR,97408
266143,ID,83716
266144,UT,84532
267070,OR,97408
267071,OR,97408
267072,OR,97408
267073,OR,97408
267074,OR,97408
267075,OR,97408
267076,OR,97408
267077,OR,97408
267078,OR,97408
267079,OR,97408
267080,OR,97408
267081,OR,97408
267082,OR,97408
267083,OR,97408
267087,CA,96002
267551,TN,37743
267552,OR,97408
267553,OR,97408
267554,OR,97408
267555,OR,97408
267556,OR,97408
267557,OR,97408
267558,OR,97408
267559,AZ,85262
267560,OR,97408
267873,CA,95589
268149,CA,92251
268206,CA,92363
268481,UT,84721
268482,UT,84742
268483,UT,84742
268485,UT,84720
268486,UT,84721
268487,UT,84721
268489,UT,84721
268490,UT,84721
268567,UT,84721
268568,UT,84721
268569,UT,84721
268570,UT,84721
268571,UT,84720
269134,CO,81652
269135,UT,84535
269337,CO,81625
269584,WY,82414
269585,WY,82414
269837,PR,745
269838,WA,98288
270036,WY,82401
270037,WY,82401
270038,WY,82401
270039,WY,82401
270103,WY,82520
270420,AZ,86322
270421,CA,95252
270422,UT,84532
270816,AZ,85321
270817,CO,81652
270818,CO,81652
271363,CO,81401
271364,CO,81401
271367,CO,81401
271726,CO,81230
271727,CO,81230
271728,CO,81230
271729,CO,81230
271730,CO,80459
271731,CO,80459
271732,CO,80459
271733,CO,80459
271734,CO,80459
271735,CO,80459
271736,CO,80459
271940,CO,80459
271941,CO,80459
271942,CO,80459
271943,CO,81323
272054,CO,81652
272055,CO,81401
272058,CO,81401
272059,CO,81401
272060,CO,81401
272061,CO,81401
272062,CO,81401
272084,IA,52240
272091,IA,52240
272092,OR,97041
272093,OR,97031
272095,AZ,85501
272096,OR,97031
272097,AZ,85501
272098,ID,83861
272102,UT,84628
272108,CA,92257
272109,CA,93514
272115,OR,97754
272170,OR,97504
272173,MT,59602
272174,PA,15681
272175,CA,92243
272176,CA,92283
272177,CA,92257
272179,CA,92257
272185,PA,15681
272186,PA,15681
272188,WY,82604
272228,OR,97701
272229,CA,94965
272230,OR,97701
272234,WY,82834
272243,CA,96095
272244,CA,96095
272245,UT,84775
272246,NV,89701
272247,CA,96095
272248,CA,96095
272249,MI,49920
272250,CA,96095
272256,OR,97754
272257,UT,84533
272266,UT,84767
272269,NM,88005
272270,NM,88005
272276,MT,59602
272277,OR,97526
272278,CA,94941
272279,WY,82834
272280,WY,82901
272281,WY,82901
272286,WY,82901
272290,WY,82901
272294,WY,82901
272295,WY,82901
272299,CA,92277
272300,CA,92277
272301,GA,30705
272302,GA,30705
272303,GA,30705
272304,GA,30705
272305,GA,30705
272306,WY,82901
273307,OR,97306
273312,WY,82401
273315,WY,82901
273317,WY,82834
273318,WY,82901
273319,WY,82901
273321,WY,82901
273322,WY,82901
273323,WY,82901
273324,WY,82901
273325,WY,82901
273326,WY,82901
273327,WY,82901
273333,MI,49854
273334,MI,49854
273335,AZ,86303
273336,CO,81623
273337,OR,97408
273338,MI,49854
273339,MI,49854
273340,MI,49854
273341,MI,49854
273342,MI,49854
273343,MI,49938
273344,MI,49854
273345,MI,49969
273346,MI,49854
273347,MI,49854
273348,UT,84319
273349,MI,49854
273350,MI,49854
273351,MI,49854
273352,GA,30552
273353,MI,49854
273354,OR,97306
273355,MI,49854
273356,MI,49854
273357,MI,49854
273358,MI,49854
273359,MT,59602
273360,UT,84319
273361,MI,49854
273362,OK,74070
273363,MI,49854
273374,UT,84535
273375,CA,96003
273376,CA,96003
273377,UT,84627
273378,CA,96003
273379,CA,96003
273380,IN,47012
273389,MD,21620
273389,MD,21620
273755,CA,96003
273756,IN,47012
273757,CA,94123
273758,NM,87552
273759,UT,84319
273760,IN,47012
273771,WY,82834
273772,WY,82834
273778,NY,3262
273779,NM,87577
273780,NC,28714
273781,GA,30563
273782,OR,97408
273783,CO,81230
273784,MI,49969
273785,ID,83815
273786,UT,84532
273799,UT,84319
273800,OR,97031
273816,CA,93514
273817,CA,93465
273818,NM,87553
273819,CA,93465
273820,UT,84319
273821,TN,37738
273822,UT,84319
273830,CA,95345
273831,CA,95762
273832,CA,95762
273833,CA,95762
273835,CA,95762
273836,CA,95762
273837,CA,95762
273838,CA,95762
273841,MO,63967
273842,CA,93465
273843,CA,93465
273844,CA,93465
273845,CA,93465
273846,CA,93465
273847,TN,37738
273848,NC,28719
273853,CA,95762
273854,CA,95762
273855,CA,95762
273856,CA,95762
273857,CA,95762
273862,MD,21787
273863,CA,93555
273867,CA,93465
273868,ID,83855
273869,CA,93465
273870,CA,93465
273871,CA,93465
273872,CA,93465
273873,CA,93465
273874,CA,93465
273875,CA,93465
273876,CA,93465
273877,CA,93465
273878,CA,93465
273879,CA,93465
273885,CA,95762
273886,CA,95762
274255,PA,19102
