USC00047902,617R,617
USC00047916,588S,588
USC00047953,616S,616
USC00047957,618R,618
USC00047965,592S,592
USC00048025,551Q,551
USC00048045,564S,564
USC00048135,625S,625
USC00048163,562R,562
USC00048200,696Q,696
USC00048207,519R,519
USC00048218,471Q,471
USC00048273,554R,554
USC00048351,589S,589
USC00048353,572R,572
USC00048380,483R,483
USC00048490,552Q,552
USC00048560,622R,622
USC00048587,596R,596
USC00048606,519S,519
USC00048655,646R,646
USC00048702,504R,504
USC00048713,604R,604
USC00048752,641R,641
USC00048758,435S,435
USC00048826,551R,551
USC00048829,553Q,553
USC00048873,446R,446
USC00048904,627Q,627
USC00048917,620S,620
USC00048928,568R,568
USC00048999,610Q,610
USC00049001,628R,628
USC00049026,549R,549
USC00049035,678R,678
USC00049043,434S,434
USC00049053,471R,471
USC00049073,628R,628
USC00049087,629R,629
USC00049099,691R,691
USC00049102,705Q,705
USC00049105,409R,409
USC00049111,588R,588
USC00049122,590S,590
USC00049152,638S,638
USC00049200,629S,629
USC00049325,624R,624
USC00049351,456Q,456
USC00049367,633S,633
USC00049378,631R,631
USC00049440,591R,591
USC00049452,642R,642
USC00049473,573S,573
USC00049490,548R,548
USC00049621,621R,621
USC00049671,597R,597
USC00049684,524S,524
USC00049694,576Q,576
USC00049699,626R,626
USC00049742,635C,635
USC00049781,628R,628
USC00049785,646Q,646
USC00049792,596R,596
USC00049822,498R,498
USC00049847,652Q,652
USC00049855,543R,543
USC00049859,592Q,592
USC00049866,523S,523
USC00050109,497R,497
USC00050128,415Q,415
USC00050185,390R,390
USC00050214,470S,470
USC00050263,354S,354
USC00050301,503R,503
USC00050306,512Q,512
USC00050372,422S,422
USC00050454,407S,407
USC00050754,434Q,434
USC00050776,432R,432
USC00050797,406R,406
USC00050825,314Q,314
USC00050834,513R,513
USC00050848,516S,516
USC00050945,473S,473
USC00050950,501S,501
USC00051017,421R,421
USC00051018,465Q,465
USC00051060,454R,454
USC00051071,445R,445
USC00051121,508R,508
USC00051179,497S,497
USC00051186,375S,375
USC00051268,553S,553
USC00051294,519R,519
USC00051401,492R,492
USC00051440,491R,491
USC00051443,482R,482
USC00051458,420S,420
USC00051528,469S,469
USC00051539,520R,520
USC00051547,504R,504
USC00051564,524S,524
USC00051609,417S,417
USC00051620,495Q,495
USC00051660,306R,306
USC00051681,396R,396
USC00051713,388S,388
USC00051741,475R,475
USC00051743,472R,472
USC00051772,539R,539
USC00051886,501S,501
USC00051932,432R,432
USC00051939,402R,402
USC00051948,368Q,368
USC00051959,338S,338
USC00051964,429R,429
USC00051977,411Q,411
USC00051996,507R,507
USC00052184,402S,402
USC00052192,504R,504
USC00052196,508R,508
USC00052223,526R,526
USC00052281,355S,355
USC00052286,480S,480
USC00052342,488Q,488
USC00052432,484R,484
USC00052441,469R,469
USC00052446,519R,519
USC00052631,478R,478
USC00052759,444R,444
USC00052761,424Q,424
USC00052790,445S,445
USC00052816,378Q,378
USC00052932,499R,499
USC00052947,495R,495
USC00052965,394R,394
USC00053005,503S,503
USC00053006,489R,489
USC00053016,435R,435
USC00053038,482R,482
USC00053116,353R,353
USC00053146,512R,512
USC00053246,542R,542
USC00053258,490Q,490
USC00053261,408R,408
USC00053307,472R,472
USC00053359,471R,471
USC00053387,456Q,456
USC00053446,356Q,356
USC00053489,538S,538
USC00053496,375C,375
USC00053500,373S,373
USC00053530,396S,396
USC00053541,437S,437
USC00053553,528S,528
USC00053592,383R,383
USC00053629,444Q,444
USC00053662,371R,371
USC00053867,438C,438
USC00053951,362R,362
USC00054054,390R,390
USC00054076,527R,527
USC00054082,489S,489
USC00054135,371R,371
USC00054172,486R,486
USC00054242,501R,501
USC00054250,474R,474
USC00054254,467Q,467
USC00054380,505R,505
USC00054388,538R,538
USC00054413,514R,514
USC00054444,505R,505
USC00054452,511R,511
USC00054538,529R,529
USC00054546,534R,534
USC00054603,506R,506
USC00054606,505R,505
USC00054664,386R,386
USC00054724,540R,540
USC00054726,538S,538
USC00054734,398R,398
USC00054742,384S,384
USC00054762,514S,514
USC00054770,533S,533
USC00054834,543S,543
USC00054934,427S,427
USC00054945,496S,496
USC00055025,488R,488
USC00055056,502R,502
USC00055116,484R,484
USC00055236,481R,481
USC00055322,432S,432
USC00055327,450R,450
USC00055402,505R,505
USC00055414,372R,372
USC00055422,468R,468
USC00055427,477R,477
USC00055446,423R,423
USC00055484,417R,417
USC00055507,389R,389
USC00055531,492S,492
USC00055706,408R,408
USC00055722,495S,495
USC00055734,459R,459
USC00055797,334R,334
USC00055922,482R,482
USC00055934,436R,436
USC00055970,461R,461
USC00055984,524R,524
USC00056012,462S,462
USC00056023,477R,477
USC00056040,407Q,407
USC00056131,513R,513
USC00056136,514R,514
USC00056203,435R,435
USC00056205,446Q,446
USC00056258,435R,435
USC00056259,445Q,445
USC00056266,534S,534
USC00056306,503S,503
USC00056318,514R,514
USC00056320,506Q,506
USC00056323,490R,490
USC00056326,506R,506
USC00056520,457Q,457
USC00056765,537R,537
USC00056816,503R,503
USC00056832,464S,464
USC00056970,404R,404
USC00056977,406R,406
USC00057017,388R,388
USC00057020,432R,432
USC00057031,494R,494
USC00057050,361R,361
USC00057167,541S,541
USC00057249,492R,492
USC00057287,482R,482
USC00057296,414R,414
USC00057309,391R,391
USC00057317,478R,478
USC00057337,431R,431
USC00057370,453R,453
USC00057430,451R,451
USC00057450,361Q,361
USC00057515,488S,488
USC00057519,498Q,498
USC00057557,487R,487
USC00057560,488R,488
USC00057572,460R,460
USC00057582,517Q,517
USC00057656,351R,351
USC00057848,384R,384
USC00057866,535R,535
USC00057936,396S,396
USC00057950,511R,511
USC00058008,509R,509
USC00058022,479R,479
USC00058064,359R,359
USC00058157,539S,539
USC00058184,346R,346
USC00058204,379S,379
USC00058290,534R,534
USC00058429,517S,517
USC00058436,493R,493
USC00058501,375R,375
USC00058560,539R,539
USC00058575,374R,374
USC00058582,430R,430
USC00058690,430R,430
USC00058756,365S,365
USC00058781,511S,511
USC00058793,539S,539
USC00058839,499S,499
USC00058860,406Q,406
USC00058931,423R,423
USC00058995,498S,498
USC00059058,502Q,502
USC00059060,497Q,497
USC00059096,372R,372
USC00059181,332R,332
USC00059243,508R,508
USC00059265,392R,392
USC00059275,496R,496
USC00059278,482Q,482
USC00059295,515S,515
USC00060227,472R,472
USC00060808,515Q,515
USC00060961,494R,494
USC00060973,493S,493
USC00061762,512R,512
USC00062658,470R,470
USC00063207,522R,522
USC00063420,481Q,481
USC00064488,483R,483
USC00064767,517R,517
USC00065077,515R,515
USC00065445,454S,454
USC00065910,506S,506
USC00067373,460R,460
USC00067958,476Q,476
USC00067970,523R,523
USC00068138,490R,490
USC00069388,478R,478
USC00069568,474R,474
USC00071200,540Q,540
USC00072730,569S,569
USC00073570,557R,557
USC00073595,549R,549
USC00075320,581S,581
USC00075915,554R,554
USC00076410,556R,556
USC00079605,544S,544
USC00080228,721R,721
USC00080236,717S,717
USC00080369,726S,726
USC00080414,772Q,772
USC00080478,736S,736
USC00080598,677Q,677
USC00080611,735R,735
